Número da conta: 74
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
Depósito      | 1207   | -22391
Pagamento     | 403    | -22794
Depósito      | 965    | -21829
Pagamento     | 576    | -22405
Depósito      | 587    | -21818
Depósito      | 807    | -21011
Depósito      | 132    | -20879
Depósito      | 763    | -20116
Depósito      | 1019   | -19097
Depósito      | 504    | -18593
Depósito      | 341    | -18252
Pagamento     | 596    | -18848
Saque         | 866    | -19714
Depósito      | 311    | -19403
Depósito      | 625    | -18778
Depósito      | 748    | -18030
Pagamento     | 759    | -18789
Depósito      | 113    | -18676
Saque         | 606    | -19282
Depósito      | 421    | -18861
Saque         | 669    | -19530
Depósito      | 667    | -18863
Depósito      | 568    | -18295
Depósito      | 952    | -17343
Depósito      | 243    | -17100
Saque         | 754    | -17854
Pagamento     | 692    | -18546
Saque         | 420    | -18966
Depósito      | 735    | -18231
Depósito      | 800    | -17431
Saque         | 516    | -17947
Depósito      | 890    | -17057
Saque         | 346    | -17403
Pagamento     | 1025   | -18428
Saque         | 537    | -18965
Saque         | 846    | -19811
Saque         | 817    | -20628
Depósito      | 425    | -20203
Saque         | 983    | -21186
Saque         | 638    | -21824
Saque         | 719    | -22543
Saque         | 526    | -23069
Pagamento     | 537    | -23606
Depósito      | 765    | -22841
Depósito      | 526    | -22315
Saque         | 537    | -22852
Pagamento     | 267    | -23119
Depósito      | 834    | -22285
Depósito      | 421    | -21864
Depósito      | 300    | -21564
Depósito      | 745    | -20819
Pagamento     | 709    | -21528
Saque         | 849    | -22377
Depósito      | 859    | -21518
Saque         | 373    | -21891
Depósito      | 258    | -21633
Depósito      | 221    | -21412
Depósito      | 576    | -20836
Depósito      | 770    | -20066
Pagamento     | 195    | -20261
Depósito      | 968    | -19293
Saque         | 734    | -20027
Pagamento     | 531    | -20558
Saque         | 399    | -20957
Pagamento     | 715    | -21672
Depósito      | 426    | -21246
Saque         | 860    | -22106
Depósito      | 633    | -21473
Pagamento     | 418    | -21891
Pagamento     | 507    | -22398
Depósito      | 536    | -21862
Depósito      | 857    | -21005
Depósito      | 430    | -20575
Saque         | 1210   | -21785
Pagamento     | 588    | -22373
Pagamento     | 751    | -23124
Saque         | 936    | -24060
Pagamento     | 310    | -24370
Saque         | 869    | -25239
Depósito      | 431    | -24808
Pagamento     | 983    | -25791
Depósito      | 605    | -25186
Pagamento     | 992    | -26178
Depósito      | 409    | -25769
Depósito      | 1155   | -24614
Depósito      | 823    | -23791
Depósito      | 316    | -23475
Saque         | 615    | -24090
Pagamento     | 541    | -24631
Depósito      | 947    | -23684
Saque         | 626    | -24310
Depósito      | 445    | -23865
Saque         | 426    | -24291
Saque         | 636    | -24927
Saque         | 503    | -25430
Depósito      | 439    | -24991
Depósito      | 436    | -24555
Saque         | 423    | -24978
Saque         | 548    | -25526
Depósito      | 309    | -25217
Saque         | 944    | -26161
Depósito      | 782    | -25379
Pagamento     | 752    | -26131
Pagamento     | 582    | -26713
Depósito      | 245    | -26468
Pagamento     | 694    | -27162
Pagamento     | 622    | -27784
Saque         | 805    | -28589
Depósito      | 768    | -27821
Depósito      | 471    | -27350
Pagamento     | 284    | -27634
Depósito      | 166    | -27468
Depósito      | 1121   | -26347
Depósito      | 702    | -25645
Pagamento     | 687    | -26332
Depósito      | 936    | -25396
Saque         | 709    | -26105
Saque         | 583    | -26688
Depósito      | 549    | -26139
Depósito      | 638    | -25501
Depósito      | 718    | -24783
Saque         | 569    | -25352
Depósito      | 684    | -24668
Pagamento     | 552    | -25220
Pagamento     | 138    | -25358
Depósito      | 1080   | -24278
Saque         | 736    | -25014
Depósito      | 724    | -24290
Depósito      | 249    | -24041
Depósito      | 689    | -23352
Depósito      | 903    | -22449
Depósito      | 525    | -21924
Depósito      | 672    | -21252
Depósito      | 570    | -20682
Pagamento     | 917    | -21599
Pagamento     | 1105   | -22704
Pagamento     | 447    | -23151
Pagamento     | 837    | -23988
Depósito      | 1006   | -22982
Pagamento     | 379    | -23361
Saque         | 794    | -24155
Depósito      | 342    | -23813
Pagamento     | 921    | -24734
Depósito      | 725    | -24009
Pagamento     | 1056   | -25065
Saque         | 248    | -25313
Pagamento     | 618    | -25931
Pagamento     | 235    | -26166
Saque         | 606    | -26772
Depósito      | 466    | -26306
Saque         | 830    | -27136
Pagamento     | 397    | -27533
Depósito      | 76     | -27457
Saque         | 693    | -28150
Depósito      | 699    | -27451
Saque         | 676    | -28127
Pagamento     | 280    | -28407
Saque         | 407    | -28814
Depósito      | 791    | -28023
Depósito      | 277    | -27746
Depósito      | 470    | -27276
Pagamento     | 202    | -27478
Saque         | 908    | -28386
Saque         | 671    | -29057
Saque         | 410    | -29467
Depósito      | 553    | -28914
Depósito      | 1100   | -27814
Depósito      | 879    | -26935
Pagamento     | 635    | -27570
Saque         | 435    | -28005
Saque         | 705    | -28710
Pagamento     | 622    | -29332
Pagamento     | 589    | -29921
Saque         | 731    | -30652
Pagamento     | 1004   | -31656
Pagamento     | 799    | -32455
Depósito      | 597    | -31858
Depósito      | 675    | -31183
Saque         | 810    | -31993
Depósito      | 641    | -31352
Depósito      | 537    | -30815
Saque         | 550    | -31365
Depósito      | 460    | -30905
Depósito      | 608    | -30297
Depósito      | 725    | -29572
Saque         | 477    | -30049
Saque         | 614    | -30663
Depósito      | 1006   | -29657
Depósito      | 1017   | -28640
Depósito      | 625    | -28015
Depósito      | 772    | -27243
Pagamento     | 875    | -28118
Saque         | 461    | -28579
Depósito      | 857    | -27722
Pagamento     | 223    | -27945
Depósito      | 439    | -27506
Pagamento     | 755    | -28261
Saque         | 122    | -28383
Saque         | 251    | -28634
Depósito      | 849    | -27785
Pagamento     | 360    | -28145
Saque         | 204    | -28349
Depósito      | 895    | -27454
Saque         | 943    | -28397
Depósito      | 1082   | -27315
Depósito      | 1034   | -26281
Depósito      | 270    | -26011
Depósito      | 703    | -25308
Pagamento     | 541    | -25849
Saque         | 961    | -26810
Depósito      | 184    | -26626
Saque         | 663    | -27289
Depósito      | 719    | -26570
Depósito      | 1056   | -25514
Depósito      | 500    | -25014
Depósito      | 576    | -24438
Pagamento     | 224    | -24662
Depósito      | 737    | -23925
Saque         | 516    | -24441
Depósito      | 794    | -23647
Depósito      | 701    | -22946
Saque         | 982    | -23928
Depósito      | 636    | -23292
Saque         | 112    | -23404
Depósito      | 743    | -22661
Depósito      | 714    | -21947
Pagamento     | 580    | -22527
Depósito      | 789    | -21738
Depósito      | 697    | -21041
Depósito      | 537    | -20504
Pagamento     | 314    | -20818
Depósito      | 729    | -20089
Pagamento     | 292    | -20381
Depósito      | 697    | -19684
Pagamento     | 832    | -20516
Saque         | 833    | -21349
Depósito      | 309    | -21040
Saque         | 696    | -21736
Depósito      | 720    | -21016
Depósito      | 951    | -20065
Saque         | 645    | -20710
Saque         | 576    | -21286
Depósito      | 595    | -20691
Saque         | 354    | -21045
Saque         | 449    | -21494
Pagamento     | 635    | -22129
Depósito      | 153    | -21976
Depósito      | 884    | -21092
Depósito      | 900    | -20192
Depósito      | 667    | -19525
Saque         | 899    | -20424
Saque         | 498    | -20922
Pagamento     | 895    | -21817
Depósito      | 766    | -21051
Pagamento     | 132    | -21183
Depósito      | 648    | -20535
Pagamento     | 626    | -21161
Pagamento     | 387    | -21548
Depósito      | 462    | -21086
Depósito      | 657    | -20429
Pagamento     | 1196   | -21625
Depósito      | 772    | -20853
Depósito      | 347    | -20506
Saque         | 532    | -21038
Pagamento     | 501    | -21539
Pagamento     | 221    | -21760
Depósito      | 687    | -21073
Saque         | 322    | -21395
Depósito      | 671    | -20724
Depósito      | 513    | -20211
Depósito      | 374    | -19837
Depósito      | 626    | -19211
Depósito      | 835    | -18376
Saque         | 645    | -19021
Saque         | 419    | -19440
Depósito      | 611    | -18829
Pagamento     | 581    | -19410
Saque         | 498    | -19908
Pagamento     | 661    | -20569
Saque         | 796    | -21365
Depósito      | 997    | -20368
Depósito      | 868    | -19500
Depósito      | 0      | -19500
Depósito      | 1333   | -18167
Saque         | 730    | -18897
Pagamento     | 548    | -19445
Saque         | 611    | -20056
Depósito      | 616    | -19440
Pagamento     | 523    | -19963
Depósito      | 666    | -19297
Saque         | 513    | -19810
Pagamento     | 983    | -20793
Saque         | 811    | -21604
Depósito      | 733    | -20871
Depósito      | 484    | -20387
Pagamento     | 320    | -20707
Pagamento     | 923    | -21630
Depósito      | 657    | -20973
Saque         | 290    | -21263
Pagamento     | 790    | -22053
Saque         | 758    | -22811
Depósito      | 452    | -22359
Depósito      | 510    | -21849
Pagamento     | 581    | -22430
Depósito      | 547    | -21883
Saque         | 776    | -22659
Depósito      | 110    | -22549
Depósito      | 417    | -22132
Saque         | 536    | -22668
Saque         | 579    | -23247
Saque         | 573    | -23820
Pagamento     | 1084   | -24904
Depósito      | 33     | -24871
Pagamento     | 751    | -25622
Depósito      | 669    | -24953
Depósito      | 923    | -24030
Saque         | 753    | -24783
Depósito      | 677    | -24106
Saque         | 811    | -24917
Depósito      | 532    | -24385
Pagamento     | 444    | -24829
Pagamento     | 498    | -25327
Depósito      | 1078   | -24249
Depósito      | 405    | -23844
Saque         | 724    | -24568
Depósito      | 477    | -24091
Saque         | 121    | -24212
Depósito      | 440    | -23772
Pagamento     | 696    | -24468
Depósito      | 1126   | -23342
Saque         | 488    | -23830
Saque         | 644    | -24474
Depósito      | 567    | -23907
